#{"t_start": 1750701228.3349602, "env_id": "None"}
r,l,t
-30.149649,300,2125.951622
-30.149334,300,2139.033041
-30.149836,300,2139.033164
-30.148762,300,2139.03318
-30.149826,300,2139.033191
-30.149696,300,2151.233934
-30.149605,300,2151.234047
-30.14936,300,2151.234063
-30.149887,300,2151.234073
-30.149515,300,2164.239409
-30.149662,300,2164.239578
-30.149906,300,2164.239596
-30.149878,300,2164.239623
-30.14731,300,2176.654352
-30.149889,300,2176.654478
-30.149458,300,2176.654495
-30.150028,300,2176.654505
-30.147007,300,2189.791515
-30.14983,300,2189.791618
-30.149685,300,2189.791635
-30.149828,300,2189.791646
-30.14982,300,2201.389507
-30.149355,300,2201.389596
-30.149881,300,2201.389611
-30.149914,300,2201.389636
-30.14699,300,2213.31146
-30.149305,300,2213.311543
-30.14925,300,2213.311558
-30.14993,300,2213.311567
-30.149788,300,2225.974633
-30.149326,300,2225.974722
-30.149853,300,2225.974738
-30.149876,300,2225.974748
-30.149387,300,2239.08964
-30.149633,300,2239.089754
-30.14962,300,2239.08977
-30.149914,300,2239.08978
-30.149296,300,2252.212882
-30.150057,300,2252.212955
-30.149073,300,2252.212968
-30.14985,300,2252.212977
-30.14981,300,2265.082713
-30.149899,300,2265.082788
-30.149769,300,2265.082802
-30.1497,300,2265.082811
-30.149778,300,2277.859468
-30.149456,300,2277.859576
-30.148567,300,2277.859607
-30.149326,300,2277.859624
-30.149712,300,2290.644269
-30.149899,300,2290.644413
-30.149563,300,2290.64443
-30.149837,300,2290.644439
-30.149324,300,2303.449268
-30.149696,300,2303.449368
-30.149902,300,2303.449398
-30.149656,300,2303.449409
-30.148743,300,2316.396799
-30.149641,300,2316.396899
-30.149933,300,2316.396914
-30.149359,300,2316.396924
-30.149572,300,2331.818885
-30.149876,300,2331.819016
-30.14985,300,2331.819033
-30.149025,300,2331.819061
-30.149672,300,2344.820912
-30.149786,300,2344.821024
-30.149887,300,2344.82104
-30.149755,300,2344.821049
-30.149727,300,2357.511698
-30.149807,300,2357.5118
-30.149551,300,2357.511816
-30.149868,300,2357.511826
-30.149855,300,2370.370446
-30.148985,300,2370.370571
-30.148643,300,2370.370588
-30.149643,300,2370.370599
-30.149403,300,2383.215515
-30.150007,300,2383.215591
-30.149982,300,2383.215605
-30.14973,300,2383.215614
-30.149454,300,2395.497612
-30.149794,300,2395.4977
-30.149904,300,2395.497715
-30.149666,300,2395.497725
-30.148966,300,2408.081206
-30.149403,300,2408.081339
-30.14934,300,2408.081356
-30.1497,300,2408.081367
-30.14957,300,2420.855967
-30.148653,300,2420.856076
-30.149797,300,2420.856093
-30.149801,300,2420.856103
-30.149593,300,2433.070163
-30.149832,300,2433.070231
-30.149378,300,2433.070246
-30.14973,300,2433.070255
-30.14929,300,2446.012959
-30.149601,300,2446.013095
-30.149883,300,2446.013111
-30.149883,300,2446.013121
-30.149658,300,2458.685055
-30.149586,300,2458.685184
-30.148989,300,2458.6852
-30.15006,300,2458.685211
-30.14986,300,2471.257942
-30.15002,300,2471.258053
-30.149832,300,2471.258069
-30.148268,300,2471.25808
-30.149834,300,2484.238378
-30.14978,300,2484.238498
-30.14962,300,2484.238532
-30.148968,300,2484.238542
-30.1493,300,2496.744579
-30.149855,300,2496.744676
-30.149502,300,2496.744692
-30.149368,300,2496.744702
-30.149792,300,2509.595735
-30.149784,300,2509.595813
-30.149626,300,2509.595828
-30.148716,300,2509.595837
-30.1493,300,2522.421829
-30.149048,300,2522.421932
-30.149906,300,2522.421947
-30.149832,300,2522.421956
-30.14976,300,2535.806664
-30.149296,300,2535.806741
-30.149818,300,2535.806755
-30.148369,300,2535.806764
-30.149368,300,2551.04519
-30.149927,300,2551.045321
-30.149647,300,2551.045336
-30.149261,300,2551.045346
-30.14746,300,2563.577292
-30.149948,300,2563.577399
-30.149687,300,2563.577417
-30.149603,300,2563.577429
-30.149723,300,2576.294138
-30.149899,300,2576.294282
-30.149807,300,2576.294298
-30.14998,300,2576.294308
-30.14964,300,2588.775555
-30.149887,300,2588.775672
-30.149977,300,2588.775689
-30.148933,300,2588.775701
-30.149754,300,2601.285592
-30.149921,300,2601.285717
-30.14984,300,2601.285732
-30.149996,300,2601.285741
-30.14989,300,2613.495607
-30.149876,300,2613.495713
-30.14933,300,2613.495729
-30.149378,300,2613.495739
-30.149841,300,2626.389442
-30.149849,300,2626.389558
-30.149937,300,2626.389573
-30.149326,300,2626.389583
-30.149757,300,2639.175496
-30.149815,300,2639.175578
-30.149714,300,2639.175592
-30.149872,300,2639.175601
-30.149052,300,2651.558216
-30.147968,300,2651.558346
-30.149422,300,2651.558362
-30.149786,300,2651.558371
-30.149633,300,2664.609115
-30.149027,300,2664.609189
-30.150051,300,2664.609203
-30.149366,300,2664.609229
-30.149015,300,2677.598528
-30.149893,300,2677.598608
-30.149364,300,2677.598623
-30.149927,300,2677.598632
-30.14957,300,2690.232454
-30.149427,300,2690.232582
-30.149958,300,2690.232596
-30.149975,300,2690.232622
-30.149763,300,2702.867297
-30.149887,300,2702.867372
-30.14989,300,2702.867397
-30.150011,300,2702.867407
-30.149729,300,2715.846604
-30.149979,300,2715.84668
-30.149904,300,2715.846695
-30.15001,300,2715.846704
-30.149546,300,2728.189363
-30.149797,300,2728.189453
-30.149668,300,2728.189467
-30.149557,300,2728.189476
-30.149155,300,2740.972081
-30.149803,300,2740.972179
-30.149654,300,2740.972194
-30.14965,300,2740.972204
-30.1461,300,2756.146439
-30.149649,300,2756.146538
-30.14965,300,2756.146555
-30.149853,300,2756.146564
-30.149572,300,2768.724825
-30.149794,300,2768.724914
-30.15003,300,2768.724928
-30.149876,300,2768.724937
-30.147755,300,2781.536643
-30.149725,300,2781.536749
-30.147465,300,2781.536765
-30.14991,300,2781.536776
-30.149843,300,2794.006197
-30.14798,300,2794.006277
-30.149427,300,2794.006292
-30.149864,300,2794.006302
-30.149685,300,2807.20878
-30.149769,300,2807.208894
-30.149426,300,2807.208911
-30.149727,300,2807.208921
-30.14977,300,2819.845718
-30.149353,300,2819.84579
-30.149935,300,2819.845804
-30.149645,300,2819.845814
-30.149784,300,2832.335661
-30.14715,300,2832.335743
-30.15002,300,2832.335757
-30.149092,300,2832.335766
-30.149784,300,2844.479515
-30.149845,300,2844.479618
-30.149815,300,2844.479633
-30.149097,300,2844.479643
-30.149593,300,2857.02519
